M-0298: Region Name,Des_Dis,Destination_Total,GPS_Des_Lat,GPS_Des_Lon,Ori_Dis,Origin_Region_country,Origin_Total,GPS_Ori_Lat,GPS_Ori_Lon
Gedo,Doolow,10263,4.002466231,42.14081526,Buur Hakaba,Bay,10,2.485382522,44.00691825
Gedo,Doolow,10263,4.002466231,42.14081526,Ceel Barde,Bakool,104,4.673869067,43.99841878
Gedo,Doolow,10263,4.002466231,42.14081526,Ceel Buur,Galgaduud,5,4.760510524,46.84159105
Gedo,Doolow,10263,4.002466231,42.14081526,Ceel Waaq,Gedo,146,2.679026487,41.44529957
Gedo,Doolow,10263,4.002466231,42.14081526,Dhuusamarreeb,Galgaduud,47,5.44091606,46.68322993
Gedo,Doolow,10263,4.002466231,42.14081526,Diinsoor,Bay,512,2.10223306,42.90195425
Gedo,Doolow,10263,4.002466231,42.14081526,Doolow,Gedo,358,4.002466231,42.14081526
Gedo,Doolow,10263,4.002466231,42.14081526,Ethiopia,Ethiopia,516,7.174992,43.527104
Gedo,Doolow,10263,4.002466231,42.14081526,Jariiban,Mudug,8,7.162426644,49.00103281
Gedo,Doolow,10263,4.002466231,42.14081526,Jilib,Middle Juba,25,0.64473799,43.05659118
Gedo,Doolow,10263,4.002466231,42.14081526,Luuq,Gedo,7470,3.793220649,42.69780996
Gedo,Doolow,10263,4.002466231,42.14081526,Qansax Dheere,Bay,403,2.815180982,42.84012893
Gedo,Doolow,10263,4.002466231,42.14081526,Rab Dhuure,Bakool,287,4.243380685,43.2121911
Gedo,Doolow,10263,4.002466231,42.14081526,Saakow,Middle Juba,13,1.628641356,42.06303292
Gedo,Doolow,10263,4.002466231,42.14081526,Waajid,Bakool,125,3.816448053,43.4328553
Gedo,Doolow,10263,4.002466231,42.14081526,Xudur,Bakool,151,4.188907676,43.90631591
Gedo,Luuq,12050,3.793220649,42.69780996,Afmadow,Lower Juba,5,0.590903972,41.78626286
Gedo,Luuq,12050,3.793220649,42.69780996,Belet Xaawo,Gedo,44,3.435269276,41.73319365
Gedo,Luuq,12050,3.793220649,42.69780996,Buur Hakaba,Bay,12,2.485382522,44.00691825
Gedo,Luuq,12050,3.793220649,42.69780996,Ceel Waaq,Gedo,44,2.679026487,41.44529957
Gedo,Luuq,12050,3.793220649,42.69780996,Diinsoor,Bay,36,2.10223306,42.90195425
Gedo,Luuq,12050,3.793220649,42.69780996,Doolow,Gedo,10,4.002466231,42.14081526
Gedo,Luuq,12050,3.793220649,42.69780996,Ethiopia,Ethiopia,25,7.174992,43.527104
Gedo,Luuq,12050,3.793220649,42.69780996,Garbahaarey,Gedo,400,3.206279283,42.35894806
Gedo,Luuq,12050,3.793220649,42.69780996,Luuq,Gedo,10419,3.793220649,42.69780996
Gedo,Luuq,12050,3.793220649,42.69780996,Qansax Dheere,Bay,136,2.815180982,42.84012893
Gedo,Luuq,12050,3.793220649,42.69780996,Rab Dhuure,Bakool,22,4.243380685,43.2121911
Gedo,Luuq,12050,3.793220649,42.69780996,Tayeeglow,Bakool,5,3.835953948,44.52914325
Gedo,Luuq,12050,3.793220649,42.69780996,Waajid,Bakool,887,3.816448053,43.4328553
Gedo,Luuq,12050,3.793220649,42.69780996,Xudur,Bakool,5,4.188907676,43.90631591
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Adan Yabaal,Middle Shabelle,32,3.54864655,46.54565816
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Afgooye,Lower Shabelle,17,2.241944781,45.07100381
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Baydhaba,Bay,69,3.266361959,43.63935207
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Balcad,Middle Shabelle,36,2.4885237,45.6591593
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Balcad,Middle Shabelle ,10,2.4885237,45.6591593
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Belet Weyne,Hiraan,4826,4.716699108,45.3771213
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Belet Xaawo,Gedo,9,3.435269276,41.73319365
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Bossaso,Bari,15,10.92132843,49.39995719
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Bulo Burto,Hiraan,318,3.899920864,45.53192672
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Buur Hakaba,Bay,52,2.485382522,44.00691825
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Cabudwaaq,Galgaduud,14,5.812149381,46.10640338
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Cadaado,Galgaduud,2,6.131834499,47.03414153
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Ceel Barde,Bakool,31,4.673869067,43.99841878
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Ceel Dheer,Galgaduud,19,4.052157339,47.05046944
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Dhuusamarreeb,Galgaduud,71,5.44091606,46.68322993
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Diinsoor,Bay,1,2.10223306,42.90195425
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Ethiopia,Ethiopia,2591,7.174992,43.527104
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Gaalkacyo,Mudug,74,6.935328688,47.68616198
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Galdogob,Mudug,20,7.040123005,47.21982523
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Garbahaarey,Gedo,16,3.206279283,42.35894806
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Hobyo,Mudug,4,5.971196084,48.20471865
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Jalalaqsi,Hiraan,250,3.40330583,45.61278234
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Jilib,Middle Juba,6,0.64473799,43.05659118
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Jowhar,Middle Shabelle,105,2.993376215,45.56818364
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Kismaayo,Lower Juba,13,-0.37528652,42.00834958
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Laas Caanood,Sool,4,8.438190081,47.63642213
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Marka,Lower Shabelle,10,1.740105973,44.7178823
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Qoryooley,Lower Shabelle,5,1.934581605,44.44943244
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Qoryooley,Lower Shabelle ,4,1.934581605,44.44943244
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Tayeeglow,Bakool,501,3.835953948,44.52914325
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Wanla Weyn,Lower Shabelle,107,2.791668742,44.906532
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Xarardheere,Mudug,37,4.792537103,47.83589239
Hiraan,Belet Weyne,9480,4.716699108,45.3771213,Xudur,Bakool,211,4.188907676,43.90631591
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Adan Yabaal,Middle Shabelle ,6,3.54864655,46.54565816
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Afmadow,Lower Juba,1263,0.590903972,41.78626286
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Afmadow,Lower Juba ,250,0.590903972,41.78626286
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Baardheere,Gedo,12,2.414277121,42.15568498
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Badhaadhe,Lower Juba,28,-0.854463486,41.42884874
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Baydhaba,Bay,26,3.266361959,43.63935207
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Bu'Aale,Middle Juba,191,1.198019808,42.74078487
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Bu'Aale,Middle Juba ,6,1.198019808,42.74078487
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Diinsoor,Bay,18,2.10223306,42.90195425
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Jamaame,Lower Juba,71,0.123625271,42.80324946
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Jilib,Middle Juba,213,0.64473799,43.05659118
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Jilib,Middle Juba ,10,0.64473799,43.05659118
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Kismaayo,Lower Juba,223,-0.37528652,42.00834958
Lower Juba,Afmadow,2492,0.590903972,41.78626286,Saakow,Middle Juba,175,1.628641356,42.06303292
Lower Juba,Jamaame,1260,0.123625271,42.80324946,Jamaame,Lower Juba,1240,0.123625271,42.80324946
Lower Juba,Jamaame,1260,0.123625271,42.80324946,Jamaame,Lower Juba ,14,0.123625271,42.80324946
Lower Juba,Jamaame,1260,0.123625271,42.80324946,Kismaayo,Lower Juba ,6,-0.37528652,42.00834958
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Afmadow,Lower Juba,258,0.590903972,41.78626286
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Baardheere,Gedo,6,2.414277121,42.15568498
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Badhaadhe,Lower Juba,844,-0.854463486,41.42884874
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Badhaadhe,Lower Juba ,11,-0.854463486,41.42884874
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Bu'Aale,Middle Juba,158,1.198019808,42.74078487
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Bu'Aale,Middle Juba ,12,1.198019808,42.74078487
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Jamaame,Lower Juba,5423,0.123625271,42.80324946
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Jamaame,Lower Juba ,121,0.123625271,42.80324946
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Jilib,Middle Juba,401,0.64473799,43.05659118
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Jilib,Middle Juba ,30,0.64473799,43.05659118
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Kismaayo,Lower Juba,4065,-0.37528652,42.00834958
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Kismaayo,Lower Juba ,174,-0.37528652,42.00834958
Lower Juba,Kismaayo,11557,-0.37528652,42.00834958,Saakow,Middle Juba,54,1.628641356,42.06303292
Lower Shabelle,Afgooye,6190,2.241944781,45.07100381,Afgooye,Lower Shabelle,4096,2.241944781,45.07100381
Lower Shabelle,Afgooye,6190,2.241944781,45.07100381,Afgooye,Lower Shabelle ,187,2.241944781,45.07100381
Lower Shabelle,Afgooye,6190,2.241944781,45.07100381,Qoryooley,Lower Shabelle,1493,1.934581605,44.44943244
Lower Shabelle,Afgooye,6190,2.241944781,45.07100381,Qoryooley,Lower Shabelle ,251,1.934581605,44.44943244
Lower Shabelle,Afgooye,6190,2.241944781,45.07100381,Wanla Weyn,Lower Shabelle,163,2.791668742,44.906532
Middle Shabelle,Balcad,23140,2.4885237,45.6591593,Adan Yabaal,Middle Shabelle,25,3.54864655,46.54565816
Middle Shabelle,Balcad,23140,2.4885237,45.6591593,Afgooye,Lower Shabelle,92,2.241944781,45.07100381
Middle Shabelle,Balcad,23140,2.4885237,45.6591593,Balcad,Middle Shabelle,15626,2.4885237,45.6591593
Middle Shabelle,Balcad,23140,2.4885237,45.6591593,Balcad,Middle Shabelle ,731,2.4885237,45.6591593
Middle Shabelle,Balcad,23140,2.4885237,45.6591593,Belet Weyne,Hiraan,167,4.716699108,45.3771213
Middle Shabelle,Balcad,23140,2.4885237,45.6591593,Jalalaqsi,Hiraan,40,3.40330583,45.61278234
Middle Shabelle,Balcad,23140,2.4885237,45.6591593,Jowhar,Middle Shabelle,6331,2.993376215,45.56818364
Middle Shabelle,Balcad,23140,2.4885237,45.6591593,Jowhar,Middle Shabelle ,30,2.993376215,45.56818364
Middle Shabelle,Balcad,23140,2.4885237,45.6591593,Qoryooley,Lower Shabelle,40,1.934581605,44.44943244
Middle Shabelle,Balcad,23140,2.4885237,45.6591593,Wanla Weyn,Lower Shabelle,58,2.791668742,44.906532
Middle Shabelle,Jowhar,34533,2.993376215,45.56818364,Jowhar,Middle Shabelle,33523,2.993376215,45.56818364
Middle Shabelle,Jowhar,34533,2.993376215,45.56818364,Jowhar,Middle Shabelle ,1010,2.993376215,45.56818364
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Adan Yabaal,Middle Shabelle,25,3.54864655,46.54565816
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Afgooye,Lower Shabelle,7,2.241944781,45.07100381
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Baydhaba,Bay,17,3.266361959,43.63935207
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Balcad,Middle Shabelle,2,2.4885237,45.6591593
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Belet Weyne,Hiraan,213,4.716699108,45.3771213
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Bossaso,Bari,5,10.92132843,49.39995719
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Bulo Burto,Hiraan,14,3.899920864,45.53192672
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Burco,Togdheer,26,9.141568428,45.75850227
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Buuhoodle,Togdheer,3,8.460831534,46.66088975
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Cabudwaaq,Galgaduud,13,5.812149381,46.10640338
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Cadale,Middle Shabelle,8,3.090804085,46.26375589
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Caynabo,Sool,12,9.282519043,46.49003316
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Ceel Afweyn,Sanaag,6,10.14765935,46.68857355
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Ceel Dheer,Galgaduud,30,4.052157339,47.05046944
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Ceerigaabo,Sanaag,11,10.29008343,47.80764369
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Daynile,Banadir,13,2.078536765,45.28672179
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Diinsoor,Bay,27,2.10223306,42.90195425
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Gaalkacyo,Mudug,2323,6.935328688,47.68616198
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Galdogob,Mudug,3244,7.040123005,47.21982523
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Garoowe,Nugaal,4,8.470435843,48.78641047
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Gebiley,Woqooyi Galbeed,3,9.85963425,43.68094349
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Hobyo,Mudug,279,5.971196084,48.20471865
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Hodan,Banadir,34,2.043937511,45.30362982
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Jalalaqsi,Hiraan,33,3.40330583,45.61278234
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Jariiban,Mudug,128,7.162426644,49.00103281
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Jilib,Middle Juba,4,0.64473799,43.05659118
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Jowhar,Middle Shabelle,86,2.993376215,45.56818364
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Jowhar,Middle Shabelle ,6,2.993376215,45.56818364
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Karaan,Banadir,4,2.062741694,45.392715
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Laas Caanood,Sool,68,8.438190081,47.63642213
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Marka,Lower Shabelle,9,1.740105973,44.7178823
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Qansax Dheere,Bay,12,2.815180982,42.84012893
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Qardho,Bari,2,9.502114271,49.50767335
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Qoryooley,Lower Shabelle,75,1.934581605,44.44943244
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Qoryooley,Lower Shabelle ,30,1.934581605,44.44943244
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Waaberi,Banadir,11,2.019545109,45.30973872
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Wadajir (Medina),Banadir,10,2.016802462,45.28343033
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Wanla Weyn,Lower Shabelle,12,2.791668742,44.906532
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Xarardheere,Mudug,98,4.792537103,47.83589239
Mudug,Gaalkacyo,6917,6.935328688,47.68616198,Xudur,Bakool,10,4.188907676,43.90631591
Mudug,Hobyo,1201,5.971196084,48.20471865,Gaalkacyo,Mudug,30,6.935328688,47.68616198
Mudug,Hobyo,1201,5.971196084,48.20471865,Hobyo,Mudug,1171,5.971196084,48.20471865
Nugaal,Garoowe,3036,8.470435843,48.78641047,Adan Yabaal,Middle Shabelle,6,3.54864655,46.54565816
Nugaal,Garoowe,3036,8.470435843,48.78641047,Afgooye,Lower Shabelle,24,2.241944781,45.07100381
Nugaal,Garoowe,3036,8.470435843,48.78641047,Badhaadhe,Lower Juba,12,-0.854463486,41.42884874
Nugaal,Garoowe,3036,8.470435843,48.78641047,Baydhaba,Bay,180,3.266361959,43.63935207
Nugaal,Garoowe,3036,8.470435843,48.78641047,Balcad,Middle Shabelle,24,2.4885237,45.6591593
Nugaal,Garoowe,3036,8.470435843,48.78641047,Baraawe,Lower Shabelle,12,1.106721226,43.84188367
Nugaal,Garoowe,3036,8.470435843,48.78641047,Belet Weyne,Hiraan,138,4.716699108,45.3771213
Nugaal,Garoowe,3036,8.470435843,48.78641047,Belet Xaawo,Gedo,12,3.435269276,41.73319365
Nugaal,Garoowe,3036,8.470435843,48.78641047,Bossaso,Bari,30,10.92132843,49.39995719
Nugaal,Garoowe,3036,8.470435843,48.78641047,Bulo Burto,Hiraan,60,3.899920864,45.53192672
Nugaal,Garoowe,3036,8.470435843,48.78641047,Burtinle,Nugaal,108,7.802382722,48.3994688
Nugaal,Garoowe,3036,8.470435843,48.78641047,Buur Hakaba,Bay,66,2.485382522,44.00691825
Nugaal,Garoowe,3036,8.470435843,48.78641047,Cabudwaaq,Galgaduud,24,5.812149381,46.10640338
Nugaal,Garoowe,3036,8.470435843,48.78641047,Caluula,Bari,12,11.6672407,50.79345344
Nugaal,Garoowe,3036,8.470435843,48.78641047,Caynabo,Sool,78,9.282519043,46.49003316
Nugaal,Garoowe,3036,8.470435843,48.78641047,Ceel Buur,Galgaduud,18,4.760510524,46.84159105
Nugaal,Garoowe,3036,8.470435843,48.78641047,Ceerigaabo,Sanaag,12,10.29008343,47.80764369
Nugaal,Garoowe,3036,8.470435843,48.78641047,Daynile,Banadir,12,2.078536765,45.28672179
Nugaal,Garoowe,3036,8.470435843,48.78641047,Dhuusamarreeb,Galgaduud,6,5.44091606,46.68322993
Nugaal,Garoowe,3036,8.470435843,48.78641047,Diinsoor,Bay,18,2.10223306,42.90195425
Nugaal,Garoowe,3036,8.470435843,48.78641047,Ethiopia,Ethiopia,120,7.174992,43.527104
Nugaal,Garoowe,3036,8.470435843,48.78641047,Eyl,Nugaal,162,8.091906494,49.56548984
Nugaal,Garoowe,3036,8.470435843,48.78641047,Gaalkacyo,Mudug,90,6.935328688,47.68616198
Nugaal,Garoowe,3036,8.470435843,48.78641047,Galdogob,Mudug,18,7.040123005,47.21982523
Nugaal,Garoowe,3036,8.470435843,48.78641047,Garoowe,Nugaal,882,8.470435843,48.78641047
Nugaal,Garoowe,3036,8.470435843,48.78641047,Hobyo,Mudug,12,5.971196084,48.20471865
Nugaal,Garoowe,3036,8.470435843,48.78641047,Iskushuban,Bari,12,10.30754422,50.4870491
Nugaal,Garoowe,3036,8.470435843,48.78641047,Jalalaqsi,Hiraan,96,3.40330583,45.61278234
Nugaal,Garoowe,3036,8.470435843,48.78641047,Jamaame,Lower Juba,6,0.123625271,42.80324946
Nugaal,Garoowe,3036,8.470435843,48.78641047,Jariiban,Mudug,18,7.162426644,49.00103281
Nugaal,Garoowe,3036,8.470435843,48.78641047,Jowhar,Middle Shabelle,84,2.993376215,45.56818364
Nugaal,Garoowe,3036,8.470435843,48.78641047,Jowhar,Middle Shabelle ,12,2.993376215,45.56818364
Nugaal,Garoowe,3036,8.470435843,48.78641047,Kurtunwaarey,Lower Shabelle,12,1.674609779,44.06696242
Nugaal,Garoowe,3036,8.470435843,48.78641047,Laas Caanood,Sool,90,8.438190081,47.63642213
Nugaal,Garoowe,3036,8.470435843,48.78641047,Marka,Lower Shabelle,6,1.740105973,44.7178823
Nugaal,Garoowe,3036,8.470435843,48.78641047,Qansax Dheere,Bay,18,2.815180982,42.84012893
Nugaal,Garoowe,3036,8.470435843,48.78641047,Qardho,Bari,96,9.502114271,49.50767335
Nugaal,Garoowe,3036,8.470435843,48.78641047,Qoryooley,Lower Shabelle,174,1.934581605,44.44943244
Nugaal,Garoowe,3036,8.470435843,48.78641047,Qoryooley,Lower Shabelle ,12,1.934581605,44.44943244
Nugaal,Garoowe,3036,8.470435843,48.78641047,Sablaale,Lower Shabelle,6,1.383291193,43.52055222
Nugaal,Garoowe,3036,8.470435843,48.78641047,Taleex,Sool,78,9.179495191,48.5412401
Nugaal,Garoowe,3036,8.470435843,48.78641047,Waaberi,Banadir,30,2.019545109,45.30973872
Nugaal,Garoowe,3036,8.470435843,48.78641047,Wanla Weyn,Lower Shabelle,36,2.791668742,44.906532
Nugaal,Garoowe,3036,8.470435843,48.78641047,Wardhigley,Banadir,12,2.054911459,45.33108865
Nugaal,Garoowe,3036,8.470435843,48.78641047,Xudun,Sool,42,9.141792372,47.50751242
Nugaal,Garoowe,3036,8.470435843,48.78641047,Xudur,Bakool,60,4.188907676,43.90631591
